text,reviewId,city,lan,original_Index
"I don’t eat Italian food often because I don’t know how to order. So most time I order scampi or lasagna. In Mario’s I didn’t see lasagna on the menu. The lady with a big smile when we walked in came to assist. She said lasagna is such a popular dish in her restaurant so she does not need to put it on the menu but she will make me one. It was the best one I ever had. I love the sauce so much. It tastes smooth but not sour. Usually I’ll have some stomach upset after I eat tomato sauce dishes. But this time I didn’t have any problem. I even went to bed right after dinner without any issues. Love the place. Love the service. Love the atmosphere. If you’re traveling in Boston and stay near the airport, this place should be on your list to visit for your meal.",ChZDSUhNMG9nS0VJQ0FnSURkajZpN1dBEAE,Boston,en,1698
"Okay y'all, when I tell you I had my doubts.... They were absolutely unfounded.

This place was AMAZING. Everything, the food, service, ambiance, bathroom, and cocktails.

I brought my brunch bunch in this last Saturday for the bottomless deal. We had a 12 top and never wanted for a thing!

I was actually SURPRISED at how effective the mimos were, despite the fact that they mixed them for you (not my favorite thing and I had called ahead and was told they specifically DID NOT DO THIS, but it all turned out to be just fine).

Everything everyone ate was DEVINE. Not a single complaint to be had by my party of 12. That's quite a feat. I was having so much fun I didn't even get pictures of the food!

I had the boudin has, delicious but the star of the show (besides of course our AMAZING, SWEET, PATIENT, BUTT KICKING server, Tara ?I think)) was the crawfish pie. It was more like a pot pie, with poached eggs. Absolutely DELICIOUS. And sooooo my charbroiled oysters to choose from!

At some point there was gumbo and beignets too... Mmmm!

This place is right around the corner from my job and I will definitely be back! Thanks Trenasse!

2024 update- I have been back multiple times for both brunch and dinner and honestly everything is just as amazing every time. The service, the food, the ambiance... It just all hits even the price points! Don't sleep on the oyster log!!!",ChdDSUhNMG9nS0VJQ0FnSUN4bmVPbmpRRRAB,New Orleans,en,6121
Stopped here on a whim and I'm so glad we did. I got the charbroiled oysters and they were fantastic. My friend is gluten free and was really happy with the fries and grilled chicken breast. My other friend loved the Gumbo. It was very quiet in the restaurant on a Wednesday evening. Our server Haley was fantastic!,ChdDSUhNMG9nS0VJQ0FnSUNqbElTOGdRRRAB,New Orleans,en,5666
"Taco’s were the best I never tried a food truck, so I was kind of nervous, but I had heard a lot of good things about this particular food truck, and it delivered. The tacos were delicious. I had one steak taco one beef taco and one pork taco they were juicy they were made to order

they were delicious. I highly recommend if you’re near O’Hare to stop here and enjoy.",ChZDSUhNMG9nS0VJQ0FnSURoNHBTektREAE,Chicago,en,2775
"Don't believe the hype. IG fooled me! I went here for brunch and was extremely disappointed. There was no live jazz music, the service was horrible, and food mid at best. I had 10:15 am reservations and was told by my waiter the bartender isn't there and would arrive in 30 mins. The bartender got there an hour later, and we were lied to about receiving complementary drinks. The food was cold. My appetizer came out after my entrée. Do not get the shrimp & grits, it has an eerie aftertaste!",ChZDSUhNMG9nS0VJQ0FnSUQ5OXFxRlRnEAE,Washington,en,4933
"Food is great and the staff are very kind, but the wait can be unreal if they are backed up with delivery orders. If you see a bunch of uber drivers milling around by the counter, go elsewhere or you’re in for a bad/long time. Even so, the noodles are good enough that I’m happy to roll the dice every once in a while. The special noodle soups are a delight.",ChdDSUhNMG9nS0VJQ0FnSUNqMHUtWW5RRRAB,Washington,en,4975
"WINGS HAVE CHANGED SINCE 2016. I USE TO LOVE WINGS 101. I HAVENT BEEN HERE IN 8 YEARS AND WHEN I TELL YOU THE WINGS HAVE CHANGED.

THE WINGS HAVE CHANGEDDDDD",ChdDSUhNMG9nS0VJQ0FnSUNkazh6a2dRRRAB,Atlanta,en,326
Great game and wonderful day had a great time,ChdDSUhNMG9nS0VJQ0FnSURsLUxTQzdRRRAB,New Orleans,en,5361
"Talking Tacos in Buckhead was the best experience ever! Customer service was A1 , Tiarah was the best",ChdDSUhNMG9nS0VJQ0FnSUNqN2VtRTdBRRAB,Atlanta,en,669
"Great food,  and prices,  better than Rincon Limeño",ChZDSUhNMG9nS0VJQ0FnSURSa3VMT0VnEAE,Boston,en,1527
"The service is decent and the space clean.  The music is a little loud, I couldn't imagine wanting to sit here and chat on a date.  I guess that's why the place isn't too packed on a sunny afternoon.
Anyhow on to the important part: the food.

The burgers are overcooked to well done, greasy, and flavorless! If they're seasoned, I couldn't tell- they were so bland. And the tots were too crispy and oily. I attached a photo of the oil left behind. The bottom is where the tots were.  At the end I was left with an oily after taste, and a slight allergic reaction- I think the burger had mayo, which I don't eat often.  But I had mayo last week, and didn't have the same reaction.
If you want an over-priced greasy burger- still don't come here.  You can get a better overpriced burger someplace else.

I should also add that someone let their half-eaten burger behind on another table- which I wish I saw before ordering.  It looked like a heap of uninspired disappointment in a bun.",ChdDSUhNMG9nS0VJQ0FnSUREeXZTX2h3RRAB,New York,en,4377
Good place to eat.,ChZDSUhNMG9nS0VJQ0FnSURWNV9mbFpBEAE,Dallas,en,3669
"Hands down, the best crawfish etoufee I've ever had in my life. Bloody Mary's are perfectly seasoned, & the jazz band that was playing was off the chain!!",ChdDSUhNMG9nS0VJQ0FnSUNqaGVLNzlnRRAB,New Orleans,en,6253
"I’ve eaten here before, but it’s been awhile. I guess people are cutting corners with the price of food. The shrimp tempura did not have tempura batter. It was heavy like a fishstick. I had the chicken tempura roll and shrimp tempura roll. Mostly all batter. Added more veggies to make it look big. I’m not certain the chicken was real chicken. Looked pressed. Even their white sauce was no longer tasty. I was disappointed because I use to really enjoy their food. Waste of money and time. Will not return.",ChdDSUhNMG9nS0VJQ0FnSUQ5ellEQ253RRAB,Cary,en,2136
"We love ba mien restaurant where they have real authentic Vietnamese food from 3 different regions of Vietnam. My husband and I really enjoyed our lunch. I had Duran smoothie for dessert. Too bad we live far from the restaurant now, but when we are in the area we always stop by. The wait staff remember us like we were family. Can’t wait to get back there again soon. 🥰",ChdDSUhNMG9nS0VJQ0FnSUMtdmJxWnRBRRAB,New Orleans,en,6587
Good food and nice people.   Always friendly service and we get food to go.,ChdDSUhNMG9nS0VJQ0FnSURkLUtmdm5nRRAB,Cary,en,2170
They food is Fire bro they got the best food I swear and they cheese steak is like a 8/10.,ChZDSUhNMG9nS0VJQ0FnSUNEaU9LcUVREAE,Boston,en,1411
Food is Amazing and They ain't Stingy with Their Serving !! They Friendly and The Food is Mouth Watering Delicious  New Favorite Spot!!  Loaded Baked Potato is Huge and The Chopped Beef Sandwich Hit the Spot !!,ChdDSUhNMG9nS0VJQ0FnSURKalBuM3JRRRAB,Dallas,en,3378
"Had the pupusa breakfast sandwich at the recommendation of another reviewer, did not disappoint! Great food service and vibe.",ChdDSUhNMG9nS0VJQ0FnSUREamNuUDR3RRAB,New Orleans,en,6131
That place has so many rats Come in and out of that place.,ChZDSUhNMG9nS0VJQ0FnSUREdFBqc09nEAE,New Orleans,en,6257
"I hate these kind of reviews.

Hostess waved across the room to seat me, no instructions. I sit quietly for several minutes waiting on someone to take my order. A server shows up with no water or coffee. She informs me i have to order online via QR code. (Why have a server?) QR code menu doesn't match the advertising. Said advertisement is why I stopped to eat. You have to order and pay online while still expected to tip a server. Online payment portal messed up. Server told me I didn't pay for coffee. I apologized. I went back into the payment portal and reentered my info and card info to pay for the coffee. The portal now wants to charge me for two coffees. I ask the server to just take the coffee away. She does. She returns to say I've already paid for the coffee and can bring it back. Sigh. I decline, choosing to eat dryly some food I didn't want in the first place just to get on with my life.

Look at my reviews. I'm not given to negativity. But this restaurant ----.  You don't have the right culture. Your process is unfriendly, frustrating, and borderline combative.

Two stars because your server was friendly. She tried her best. Otherwise this place is a one star experience, unfortunately.",ChdDSUhNMG9nS0VJQ0FnSUN4eDczRGh3RRAB,Chicago,en,2944
Lots of flavor!,ChdDSUhNMG9nS0VJQ0FnSUR4OU0tRXl3RRAB,New York,en,3928
"I wanted to relax from the cool weather outside on my way home. So I went to New Capitol Restaurant. I ordered from here before, and I thank God that they serve breakfast dishes in the evening. So I ordered 1 French Toast Special (Scrambled Eggs, Bacon and Home Fries) and 1 Orange Juice. I ate breakfast for dinner comfortably in peace while watching television, something I haven’t done since the start of the digital age three years ago. It is wonderful how people can find new ways to connect by searching for opportunities online. I enjoyed the service, from the waiter serving me very friendly to the compassionate clerk by the entrance of the restaurant. I was about to take the glass with me by accident, but at least I was able to get the energy to go home.

On another evening, I stopped by to get the soup of the day. The waitress mentioned clam chowder, so I immediately ordered for the night. It was delicious. Good for the soul in the early winter days of the new year.

Thank you New Capitol!",ChdDSUhNMG9nS0VJQ0FnSUNWbC1iVHNRRRAB,New York,en,4187
Love the variety of cereals and bagels. The pancake was HUGE,ChZDSUhNMG9nS0VJQ0FnSUM5cnJqNWNBEAE,New Orleans,en,5512
"This was one of the restaurant on my bucket list to go and eat there. The Carne Asada Taco plate was delicious and enough for a serving. Had a strawberry tres leche which was moist and well worth it. I did RSVP and arrived early, they had our table set up and ready. Very impress with the simple yet nice decor.The server was pleasant and checked in on us. I was really hoping to see Chef Aaron, maybe another time when he's not busy filming or judging on Master Chef. Highly recommend to check it out.",ChdDSUhNMG9nS0VJQ0FnSUNEOWFxQS1RRRAB,New Orleans,en,6153
"This must be most horrible chic fil a ever just drive thru, unless if you want to get out and order, no dine in service. I
The old location had that but they remodel the store because to many ppl and long line traffic",ChZDSUhNMG9nS0VJQ0FnSUQ5eS0yYk1REAE,Charlotte,en,2337
Jada was amazing!,ChZDSUhNMG9nS0VJQ0FnSUNqbnZpaVhBEAE,Atlanta,en,584
"Great BBQ in Charlotte!  Especially the brisket.
Maury our waiter was the best!
Generous portions....",ChdDSUhNMG9nS0VJQ0FnSUNBaU9LN3pnRRAB,Charlotte,en,2456
Exactly what you would expect from a Chinese place in the US. My rice was slightly undercooked but still good. I loved the fry job on my general tsos chicken. It was fast and hit the spot for me. I would definitely go back. It smelled so good inside and the prices were very reasonable.,ChZDSUhNMG9nS0VJQ0FnSUNsM08yRlhnEAE,Cary,en,2233
Don’t get the oysters here .. They are absolutely disgusting and not worth the price at all. The seafood gumbo had a lot of shrimp shells inside and the flavor was just lacking . customer service could have been better as well.,ChZDSUhNMG9nS0VJQ0FnSUNqc3VLTU13EAE,New Orleans,en,6249
The worst Wendy’s burger I ever ate in my life came from here on this day.. took 30 mins it’s dry and the food is ALWAYS cold!,ChZDSUhNMG9nS0VJQ0FnSUM5N042QUNBEAE,Atlanta,en,973
"I’ve gone so many times and I want to like it more than I do. The hash browns squares are great but each time I’ve gotten anything baked (biscuit, quiche, I even bought a whole pumpkin pie) it’s been undercooked. I’ve given it more chance because it’s a neighbor spot but for the price, try busboys and poets.",ChdDSUhNMG9nS0VJQ0FnSUREbTV5RV9RRRAB,Washington,en,5060
"I love the fried wings, tea and egg rolls. I the customer service is great",ChZDSUhNMG9nS0VJQ0FnSUNqNEwyaFpREAE,Charlotte,en,2558
"I can safely say that I am an expert in fast street food. I ordered Gyros from this place. And I want to declare with full responsibility that this is the best Gyros of my life!!! While I was eating it, I was in seventh heaven! It's sooooo tasty and fast. I recommend to all lovers of fast food to try this masterpiece of culinary art at least once.",ChZDSUhNMG9nS0VJQ0FnSUQ5Z3BuZk5nEAE,Boston,en,1319
Very good,ChZDSUhNMG9nS0VJQ0FnSUQ2Nk82T1BnEAE,Dallas,en,3215
"Fast service, delicious quality food with the perfect portion size leaving you full but not stuffed, affordable and with great atmosphere. This place is awesome, and I'm definitely coming back here in the near future.",ChdDSUhNMG9nS0VJQ0FnSUQ5N19ud3hnRRAB,Charlotte,en,2400
The best Thai food I had so far outside of Thailand. The Green Crawfish Curry was amazing :-),ChdDSUhNMG9nS0VJQ0FnSUNqeHRQTnFRRRAB,New Orleans,en,5784
Bono has amazing food and a great catering service. They have amazing vegetarian options and they have something on the menu for everyone. Would definitely recommend for any occasion!,ChZDSUhNMG9nS0VJQ0FnSUNaOC1yNmRnEAE,Boston,en,1612
"Relaxing place to have breakfast. Ordered corn beef hash with eggs expecting the salty canned stuff they serve at most places, but it was real corned beef and not too salty.  Nicely presented, decent portion size. Refills on coffee. The restaurant is open on Thanksgiving and they have a great turkey plate special.",ChdDSUhNMG9nS0VJQ0FnSURael9QUXpnRRAB,San Francisco,en,4560
"Terrible service, the food was very bland. This place used to have great food. Now even the croissants were stale awful.",ChdDSUhNMG9nS0VJQ0FnSUMxdGFPS3F3RRAB,Atlanta,en,531
"Food was delicious overall, but the pasta was a bit on the dry side. Their mixed drinks are tasty but very small and filled to the top with ice.",ChZDSUhNMG9nS0VJQ0FnSUREdXI2Z0xnEAE,Chicago,en,2986
good mexican food,ChdDSUhNMG9nS0VJQ0FnSUNqdk9LWm9nRRAB,San Francisco,en,4810
The manager doesn’t even have a basic demeanor of treating customers. They gave us foul chicken and blamed us for using Groupon. Asked us to wait to talk to manager and told us you waited until end. I would never come back to this place,ChdDSUhNMG9nS0VJQ0FnSUNEeElldXFnRRAB,New Orleans,en,6496
The brunch menu was reasonably priced for being a very nice venue. The service and atmosphere is great.,ChZDSUhNMG9nS0VJQ0FnSUNqN3JDdElnEAE,Atlanta,en,586
"Came to this location on a Sunday. Food was great , to start, we ordered the bruschetta and then we tried the updyke and the so fresh so clean. We will be back to try other pizzas !",ChdDSUhNMG9nS0VJQ0FnSUM5d0pIZWhnRRAB,Charlotte,en,2390
"Ordered take out. Food was soggy and empanadas were broken, looked more like a taco. Not pleased",ChZDSUhNMG9nS0VJQ0FnSURsNl9uY2V3EAE,New York,en,4389
"Nano's is garantuee but this branch is the best one in town. Super clean, great service and always willing to assist you.",ChdDSUhNMG9nS0VJQ0FnSUQ5MmVPQzFBRRAB,Washington,en,5259
Good food's but I am disappointed that they don't honor gifts card. They said it has to be ordered online and I tried to but to No success. ,ChZDSUhNMG9nS0VJQ0FnSUNEeHNfc1J3EAE,Dallas,en,3333
"Very disappointing experience at this restaurant. My family was visiting from out of town and heard good things about this place. We walked in after spending the morning at the Dallas aquarium. We ordered a burger, wedge salad, hot dog, and chicken sandwich. It took about an hour for all our food to come out and at three separate times. My son’s burger was brought out first (by mistake from another table’s order) and our server ended up saying he could keep it and our food would be out shortly. About 20 minutes later by the time my son was finished my salad arrived. We were still missing my husband and daughter’s food. I went ahead and ate my salad and when I was finishing my lunch the rest of the food arrived. This was about 45 minutes after our order had been placed and the restaurant was not busy by any means. The hot dog had mustard on it which we had told the server to omit when we placed our order. When asked if we could get a new hot dog with just ketchup as originally ordered and keep the fries (our daughter was so hungry at this point) the server seemed annoyed. She brought us a new hot dog within a few minutes…drowning in ketchup, about 3 times the amount that was on the original hot dog, looking sloppy and gross overall. They were clearly annoyed we had requested a new one. This place has a fun overall bar atmosphere and an area for a live band. Maybe for a night out drinking it’s great but for a family meal they totally missed the mark.",ChZDSUhNMG9nS0VJQ0FnSUQ5dXNXWENnEAE,Dallas,en,3264
Great location.. good food.. the burgers are much better than five guys.. definitely check this black own restaurant out,ChZDSUhNMG9nS0VJQ0FnSURaMVllemV3EAE,Atlanta,en,1050
"I love _SO_ many things about this place. Delicious food, never crowded for lunch, and quick service.

When I asked to drop the music volume from an 8 to a 7, I was told that the decibel level is set by corporate and cannot be changed. Disappointing!

The main person who takes orders most of the time is not friendly\outgoing, and that is disappointing.

And the last time, instead of the unhappiness, my friend and I were met with a kiosk, which is understandable, but with no person at the register, he had to order (slowly), then me. The hope is that next time they will have TWO kiosks so we can order simultaneously.",ChZDSUhNMG9nS0VJQ0FnSUNqcmJmemNREAE,Atlanta,en,730
"A great place for a quick bite or take-out. I visit often and one time ordered at the wrong places but got me a new order at no cost. My mistake, but amazing service. Food is always hot and tastes great.",ChZDSUhNMG9nS0VJQ0FnSUQ5czdxZkJREAE,Atlanta,en,657
"Quick stop through drive thru - good service, no issues.  90- something food rating. All of my food was fresh and hot.  Good stop!",ChZDSUhNMG9nS0VJQ0FnSUREMzZiaVFREAE,Atlanta,en,421
"From 3:00 to 7:00 p.m. there is a 3 entree deal for $31. It could feed a family quite well or have enough for a few meals. I have gotten this three times so far, trying different things each time. They also give me a container of their soup of the day (think broth with some meat and greens,) and a container with rice.

So filling! Also the order comes out pretty quickly. I have not called in yet but it only takes about 10 to 15 minutes for them to fix up your order. There is indoor seating but I haven't seen too many people sit inside, I imagine they have more takeout than anything.

Did you not serve alcohol like most Chinese eateries. I only included this because I overheard a patron asking if there was beer.

If you are in the area stop by and try it out! It isn't bougie. I would say it's not too healthy but oh so delicious. If you are taking public transportation the 8/8bx and 9/9r run along Sunnydale and Visitacion and both stop at Arleta, just a few blocks away.",ChZDSUhNMG9nS0VJQ0FnSUQtLXBiUFFREAE,San Francisco,en,4685
The food was delicious and the atmosphere is so beautiful!! We've been searching for a great Mexican restaurant in the triangle and we feel like we finally found one! The prices were reasonable and our waitress was very attentive. I will definitely be recommending this spot to friends.,ChdDSUhNMG9nS0VJQ0FnSUNqbnQzbnRRRRAB,Cary,en,1908
Great food great service. Knowledgeable about gluten free,ChdDSUhNMG9nS0VJQ0FnSUNWbFktRTNnRRAB,Atlanta,en,487
"we found this place randomly while trying to find somewhere to eat on sunday afternoon. after driving all around the city, Eedos popped up and we went for the catfish & white beans. we were not disappointed. walking up we were greeted with smiles and hellos. our server, pie, was so sweet & made us feel so comfortable. the catfish was fantastic!!! i’ve already told everyone i know about this spot so they can enjoy the good atmosphere & soul food",ChZDSUhNMG9nS0VJQ0FnSUM5dXZ6ZFVBEAE,New Orleans,en,6217
I love the food,ChZDSUhNMG9nS0VJQ0FnSURlNzVMY05REAE,New York,en,4121
"Ok so this place has been on my radar for a while … last night, we had birthday dinner reservations on the OTHER side of St Charles which we couldn’t get to because of parade timing. We took a chance that we might get in at Dahla if we were lucky?

Not only did we get an immediate table during Mardi Gras weekend, but we got fast, wonderful service, awesome drinks, and surprisingly quick, perfect food.

Panang curry was rich with perfect heat. Pad Thai was equally delicious but the TOFU!! Maybe the best I’ve had in New Orleans.

Thank you for such a great experience! Can’t wait to go back.",ChZDSUhNMG9nS0VJQ0FnSUNkaE1pN2ZREAE,New Orleans,en,5664
Lisa was an amazing server! The food and mimosas were great.,ChZDSUhNMG9nS0VJQ0FnSUNqLWF6TUNBEAE,New Orleans,en,5723
"We often stop at Super Cajun Seafood. We like the shrimp and oyster po-boys, but tonight we yakamein, mango habanero wings,and Carolina BBQ wings. It was all great.",ChZDSUhNMG9nS0VJQ0FnSUM1ODdTaldBEAE,New Orleans,en,6535
"Great service, delicious hamburger and bread pudding for the ages.  Definitely be back next time in Nawlins'.",ChZDSUhNMG9nS0VJQ0FnSUNqck9xak5BEAE,New Orleans,en,6378
"Gray hair in my French fries and their grease needs to be changed. My first experience eating there was horrible, the second time even worse. Never again. Yuck!!!!!!!",ChdDSUhNMG9nS0VJQ0FnSURENXVibHhRRRAB,Charlotte,en,2708
"Wonderful place !!!!
Great food !!!!",ChdDSUhNMG9nS0VJQ0FnSURkbnZpQzZBRRAB,Atlanta,en,960
"Came at 6:01 am and waited a bit, I saw the worker arriving at 6:02 and barely clocked in at 6:03. What a shame I just left",ChZDSUhNMG9nS0VJQ0FnSUNELW9HTWZ3EAE,Dallas,en,3698
The soup and salad are a little bit salty but the sandwich bread is amazing! Ordered two and will come back again!,ChdDSUhNMG9nS0VJQ0FnSURkbXJEYnpRRRAB,Washington,en,4972
"Delicious!

Edit: did first time dine in and food was sooo good! Much better than take out. Service was amazing. Thank you Christian!",ChdDSUhNMG9nS0VJQ0FnSURGa1BYNnNnRRAB,Atlanta,en,543
"Blanche Reynold's mansion holds significant historical value, much like many other establishments in the Myers Park area. The mansion features items imported from Cuba in the 1920s, adding to its cultural richness. Opting to park in the lot on Fenton Place rather than the one off Providence, especially the back parking lot, is advisable. The expansive patio offers a charming outdoor space, yet navigating the premises can be intricate, particularly when entering from the rear parking lot. Despite the establishment's reputation for its drinks and margaritas, the margarita experience fell short of expectations. It appears that my margarita (pitcher of Friend Zone) may have been non-alcoholic or contained minimal alcohol content. The perceived lack of value for the $42 expenditure is disappointing, as the drink resembled a mere juice consumption experience. I deeply regret not opting for the bottle of wine instead. The Billy Ray Valentine, however, proved to be exceptional. The enhanced queso dip, complimented by chorizo and sweet relish corn, was a culinary delight. The chicken fajitas (I'm Your Wingman), accompanied by cilantro lime rice, spring mix, queso, black beans, and sour cream, were a standout dish. Unfortunately, I was too full to indulge in the tres leches dessert, but it undoubtedly would have been delightful. The service provided by Adrianna was exemplary! Notably, the establishment does not provide straws, so it is advisable to bring your own if needed. I am taking off 2 stars for the Margarita Pitcher.",ChZDSUhNMG9nS0VJQ0FnSUNqeko3QmR3EAE,Charlotte,en,2670
Food was not that great.  Fried Rice was extremely bland.  And sesame shrimp was sitting in a hot thick weird sauce.,ChZDSUhNMG9nS0VJQ0FnSUNWMTVfNUJnEAE,Charlotte,en,2402
I should have looked at the reviews first before ordering. I ordered pickup and walk in the store. But some how I am invisible. And the pickup area is just clip boards and cleaning solutions.  Out of 6+ associates/ managers. No one said hi. How can I help you. I had to inconvenience a shy associate to find my order. Just to get home from a 3 min drive to eat cold food.,ChZDSUhNMG9nS0VJQ0FnSUNENnVmeFFREAE,Dallas,en,3814
Delicious and cute ,ChZDSUhNMG9nS0VJQ0FnSUNqbnVUeU5REAE,Boston,en,1502
We have had takeout from here a number of times in the last few months. Food is always good and they have a huge selection of sushi (we haven’t tried anything else). It’s also very inexpensive and they are very nice.,ChZDSUhNMG9nS0VJQ0FnSUNEMHFhUVlREAE,Cary,en,2133
Went when only the drive thru was open. Didn’t expect to be in line over 30 minutes because they’re taking orders and making the pizza before letting the car go. You can just have people wait and then get back in line! It’s not fair that I have to wait for my done pizza behind the making of FIVE fresh pizzas ,ChZDSUhNMG9nS0VJQ0FnSUNEZ0tPV1BnEAE,Charlotte,en,2753
Everything is amazing!,ChdDSUhNMG9nS0VJQ0FnSUNEdllMV3Z3RRAB,Boston,en,1730
Very upscale. Part of the Omni Hotel. Had the ribeye and was perfect!,ChdDSUhNMG9nS0VJQ0FnSUQ5eE02TTlnRRAB,New Orleans,en,5549
"Putting it mildly, we are foodie food snobs, and we had one of the best meals in a long time at Brush. We came for a special occasion and sat at the bar with Angel, who was a lovely guide to our meal and helped us choose some delicious sake. We began with the dry-aged fish tasting - fresh and delicious. Then we enjoyed both the caviar and o-toro service, both of which exceeded expectations. And finally we ordered the table side wagyu - meat-in-your-mouth delicious. We weren’t sure what to expect, and left satiated and delighted.",ChZDSUhNMG9nS0VJQ0FnSUNkeE5xLVB3EAE,Atlanta,en,73
"A seafood boil and Chinese takeout place rolled in one. Affordable and good food fried in fresh oil.  I got coconut shrimp and fries and they were delciious, 6 well fried coconut battered shrimp with tarter sauce and pretty crispy fries. My only gripe is I wish the fries were seasoned more with salt or the cajun seasoning by default.I gotta try the seafood boils next time. they got preset options and pick your own.",ChdDSUhNMG9nS0VJQ0FnSUNad3JLWGd3RRAB,New York,en,4261
"Simple order turned wrong. Ordered a baked ziti, but ended up getting plain penne pasta. Tasted terribly dry, with absolutely no flavor. To make matters worse they doubled down and said that this is the way they make a baked ziti, just penne pasta.  Horrendous customer service too, rude, unprofessional, and kept insisting I was wrong.  Horrible experience.",ChZDSUhNMG9nS0VJQ0FnSUREeFk2b0pnEAE,New York,en,4284
So good. Best mangonadas in town. Good food and the service is good and friendly.,ChdDSUhNMG9nS0VJQ0FnSUNObTc2eTlnRRAB,Boston,en,1329
"This place is amazing, the vibes and quality of customer service is high end. Great people",ChZDSUhNMG9nS0VJQ0FnSUNENmMtNFRREAE,Atlanta,en,89
Best Chinese food I ever had. The dumplings are fire!,ChZDSUhNMG9nS0VJQ0FnSUQ5dU1DT1BBEAE,New Orleans,en,5834
"Amazing steak, great atmosphere.",ChRDSUhNMG9nS0VJQ0FnSUREM19rchAB,Washington,en,5328
"All, service and food was very good.",ChZDSUhNMG9nS0VJQ0FnSUNqdWRqREJ3EAE,Charlotte,en,2584
The food is delicious and Saturday they have   definitely we come back next saturday!!,ChdDSUhNMG9nS0VJQ0FnSURaMktDaV9RRRAB,Chicago,en,2788
Sorry I didn't eat there.  Picked up some food for my kids,ChZDSUhNMG9nS0VJQ0FnSURkbHRHbGNnEAE,Dallas,en,3368
Was recommended al pastor for a super burrito. Was really good with 0 complaints. $14.37 tax included.,ChZDSUhNMG9nS0VJQ0FnSUNqNEl2UGZ3EAE,San Francisco,en,4765
"This place is awesome, unassuming, and the food is great. I get the steak here all the time and it's delish.",ChdDSUhNMG9nS0VJQ0FnSUQ5am9Tb3NRRRAB,Atlanta,en,621
The food is band and over seasoned (too much salt). The fried rice was greasy and salty.  Fried wonton is decent.  Overall not impressed.,ChdDSUhNMG9nS0VJQ0FnSURsX3BlOW5RRRAB,San Francisco,en,4618
Amazing food. Colorful atmosphere. Appreciated Odessa recommending the queso. Will be telling our friends and will be back.,ChRDSUhNMG9nS0VJQ0FnSUNqLUpsMBAB,New Orleans,en,5977
"Family of 5 dined at Adolfo's 04/01/2024. As always, food was rich and amazing. I would recommend groups of no more than 4. Our waiter, Scottie, was amazing. Ran the entire floor by himself on a busy night. I never miss Adolfo's when I come to town. There's nothing like it.",ChZDSUhNMG9nS0VJQ0FnSURELUxQbkVnEAE,New Orleans,en,5610
"Went here at about 12 am. Woman yelled through the speaker that they’re only taking mobile orders. Cool. I drive away and make an order on my phone. Come back a few minutes later and there are only 4 cars in the drive through and it took an hour just for me to get to the speaker. About 25 minutes for the same woman to ask me what the order name is and tell me to pull forward. The Lightskin guy with the locs looks very dumb and like he should not be working there. He does not look like he knows what he’s doing and I say to get another worker. Instead of getting sourdough bread on my sourdough jack, i got white bread with tons of mayo on it. Don’t come here. I should’ve listened to the reviews.",ChZDSUhNMG9nS0VJQ0FnSUNEdjdXMWVnEAE,Charlotte,en,2361
"This is such a unique location in New Orleans. Picture the French Market but nicer, cleaner, and enclosed.

There are several restaurants within St. Roch that serve Cuban, Mexican, Japanese, and Cajun food (more than that). Everything I've had here is delicious (albeit a little expensive, especially if you get a drink).

Besides food, St. Roch is also a great studying location. The building has plenty of windows and tables, making it perfect for work. There's also a wonderful coffee shop as well that serves delicious drinks and pastries.

Also, the service here is wonderful. Although each booth has its own employees (they're okay) the stars of the show are the St. Roch ""waiters."" They constantly clean the tables and make sure you have iced, filtered water along with your meal.

If you want to go to a place that'll make you question your decision-making skills, this is the place!",ChdDSUhNMG9nS0VJQ0FnSUNqaGNESzdnRRAB,New Orleans,en,5701
"Great food overall, our family loves this place.",ChdDSUhNMG9nS0VJQ0FnSUNOanRmUWdBRRAB,New York,en,4236
Airport bar.   Pretty good but prices are insane.,ChdDSUhNMG9nS0VJQ0FnSUNkdk1IX3Z3RRAB,Chicago,en,3124
CARNE EN SU JUGO AND BIRRIA WITH CONSOME ARE GREEEEEEAT!!!!,ChdDSUhNMG9nS0VJQ0FnSUNRMGZMc25RRRAB,Chicago,en,3022
It’s been a while since we had ordered from Bullshead. I was extremely impressed by the quality of food. I’m happy we gave the Restaurant second chance.,ChZDSUhNMG9nS0VJQ0FnSUQ5emEzbUVnEAE,San Francisco,en,4576
"A friendly and informed waiter, told us a large party was coming in so we could get our orders in without having a long wait.
I had the Cobb salad which was delicious and well done. However, the chicken was a little over cooked.",ChdDSUhNMG9nS0VJQ0FnSUNEdjRta3NRRRAB,Cary,en,2058
"The owner basically tossed my change on the counter instead of my hand. I felt extremely disrespected. I will never order here again. I honestly wanted a refund but I know they have no refunds. I didn’t want to make a scene or get my food spit in so I kept my composure, but I will no longer support Canton Buddha.",ChdDSUhNMG9nS0VJQ0FnSURWLVphQ3hRRRAB,Atlanta,en,486
Good laksa noodles. Get the crab wonton! They have actual crab meat in them.,ChdDSUhNMG9nS0VJQ0FnSURwcXBDNjJ3RRAB,Washington,en,5135
"The court of Two Sisters does not disappoint.  The staff is so very friendly, everyone seems very happy to help and  genuinely wants you to enjoy your time with them.  The good was very good.  Our waiter was a bit busy with his section, but that just allowed us to enjoy the impeccable ambiance.  This is a must for all visitors to New Orleans.",ChdDSUhNMG9nS0VJQ0FnSUNqZ2RuN2h3RRAB,New Orleans,en,5880
